provider_id,provider_name,npi,dea,specialty_concept_id,care_site_id,year_of_birth,gender_concept_id,provider_source_value,specialty_source_value,specialty_source_concept_id,gender_source_value,gender_source_concept_id
1317,Paloma L Faulkner,2730203607,NA,NA,NA,NA,NA,80151065847,NA,NA,female,NA
1394,"Gilles P Ballard, PA-C",2505709283,NA,NA,NA,NA,NA,84238034279,ONCOLOGY,NA,male,NA
1360,"Allen S Hall, MD",1534257819,NA,NA,NA,NA,NA,82530791136,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
106,"Constance S Weaver, PA-C",1744375765,NA,NA,NA,NA,NA,15273335918,OTORHINOLARYNGOLOGY,NA,female,NA
1349,Xena L Mcintyre,1771611165,NA,NA,NA,NA,NA,81958134993,NA,NA,female,NA
120,"Hélène É Burt, NP",2107207348,NA,NA,NA,NA,NA,16117891364,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
751,"Rémi K Callahan, PA-C",1839554787,NA,NA,NA,NA,NA,51575315702,OTORHINOLARYNGOLOGY,NA,male,NA
1161,Delina D Owens,2808577106,NA,NA,NA,NA,NA,71189968704,NA,NA,female,NA
431,"Kareem M Anthony, MD",2712525522,NA,NA,NA,NA,NA,33285665573,GASTROENTEROLOGY,NA,male,NA
24,"Cade J Atkins, MD",2796093769,NA,NA,NA,NA,NA,11306726382,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
194,"Benjamin H Wilder, MD",2363373156,NA,NA,NA,NA,NA,19166327513,OTORHINOLARYNGOLOGY,NA,male,NA
1483,"Armando C Farrell, PA-C",2385506619,NA,NA,NA,NA,NA,88902782928,ONCOLOGY,NA,male,NA
1002,"Myles M Dunn, PA-C",1471973139,NA,NA,NA,NA,NA,63292006740,RHEUMATOLOGY,NA,male,NA
586,James G Rodriguez,1383246574,NA,NA,NA,NA,NA,41663787723,NA,NA,male,NA
1366,"Laure Z Rosales, PA-C",1110378849,NA,NA,NA,NA,NA,82986150933,SURGERY,NA,female,NA
1289,"Olympia A Flores, RPh",1806586580,NA,NA,NA,NA,NA,78918269669,NA,NA,female,NA
329,"Cleo A Green, NP",1834326439,NA,NA,NA,NA,NA,27247090239,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
802,"Lucius S White, MD",1978425120,NA,NA,NA,NA,NA,54408676938,OTORHINOLARYNGOLOGY,NA,male,NA
453,"Farrah F Carson, NP",2266085790,NA,NA,NA,NA,NA,34461936793,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
970,"Nicole A Kemp, PA-C",1031678988,NA,NA,NA,NA,NA,61875156266,EMERGENCY MEDICINE,NA,female,NA
265,Joy A Cortez,2541648149,NA,NA,NA,NA,NA,23764830725,NA,NA,female,NA
463,"Dawn A Carter, NP",2528401793,NA,NA,NA,NA,NA,34856463673,OTORHINOLARYNGOLOGY,NA,female,NA
1574,"Jack D Mercado, PA-C",1826648030,NA,NA,NA,NA,NA,92679022123,INTERNAL MEDICINE,NA,male,NA
537,Samuel R Spence,2945185706,NA,NA,NA,NA,NA,38849339651,NA,NA,male,NA
932,"Mason T Cooke, MD",1205536590,NA,NA,NA,NA,NA,60259164908,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1672,"Madison T Prince, PA-C",1936289444,NA,NA,NA,NA,NA,96948595339,ONCOLOGY,NA,female,NA
995,"Zephr L Gibson, NP",1306835537,NA,NA,NA,NA,NA,62964032364,OTORHINOLARYNGOLOGY,NA,female,NA
651,"Dale T Hunt, NP",1797273693,NA,NA,NA,NA,NA,45288055714,PULMONARY DISEASE,NA,male,NA
1389,"Yeo K Salinas, PA-C",2012837502,NA,NA,NA,NA,NA,84072172647,CARDIOLOGY,NA,female,NA
1348,"Gay K Skinner, PA-C",2134186838,NA,NA,NA,NA,NA,81900382016,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
100,Omar M Roberts,1043893369,NA,NA,NA,NA,NA,15001111124,NA,NA,male,NA
1286,"Len T Joyce, NP",2328378175,NA,NA,NA,NA,NA,78809564871,OTORHINOLARYNGOLOGY,NA,male,NA
1159,"Étienne S Gordon, PA-C",1733093478,NA,NA,NA,NA,NA,71068616228,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
203,Cedric G Johns,1349194835,NA,NA,NA,NA,NA,19899787671,NA,NA,male,NA
1370,"Megan M Greene, NP",1064885021,NA,NA,NA,NA,NA,83075917743,OTORHINOLARYNGOLOGY,NA,female,NA
531,"Molly M Mosley, PA-C",1966462838,NA,NA,NA,NA,NA,38748662457,ONCOLOGY,NA,female,NA
884,"Robert J Cameron, RPh",2752925061,NA,NA,NA,NA,NA,58065003102,NA,NA,male,NA
944,"Jesse H Mejia, PA-C",2330867637,NA,NA,NA,NA,NA,60742931161,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1266,Mohammad T Daugherty,2891790780,NA,NA,NA,NA,NA,77680724324,NA,NA,male,NA
39,"Josephe S Spencer, MD",2253908459,NA,NA,NA,NA,NA,11818050375,OTORHINOLARYNGOLOGY,NA,female,NA
1365,"Emmanuel N Hester, PA-C",2405544350,NA,NA,NA,NA,NA,82966994959,OB/GYN,NA,male,NA
241,"Deacon S Willis, NP",1029202361,NA,NA,NA,NA,NA,22650001803,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
165,Macaire A Reeves,2143708200,NA,NA,NA,NA,NA,17981791050,NA,NA,male,NA
759,"Haley C Mack, NP",1252613581,NA,NA,NA,NA,NA,52442208524,OTORHINOLARYNGOLOGY,NA,female,NA
1345,"Ferris A Marshall, NP",1172056507,NA,NA,NA,NA,NA,81649434260,EMERGENCY MEDICINE,NA,male,NA
942,"Noah R Harper, MD",2984353785,NA,NA,NA,NA,NA,60730750290,NEPHROLOGY,NA,male,NA
1383,"Jenette E Saunders, MD",2780372625,NA,NA,NA,NA,NA,83889240127,SURGERY,NA,female,NA
1391,"Iliana I Dickson, PA-C",2110552201,NA,NA,NA,NA,NA,84146156967,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1484,"Keefe F Byrd, NP",1926952423,NA,NA,NA,NA,NA,88923471245,OTORHINOLARYNGOLOGY,NA,male,NA
1279,"Tara A Hammond, NP",1043779105,NA,NA,NA,NA,NA,78282624417,ONCOLOGY,NA,female,NA
206,Flynn D Davis,1932221136,NA,NA,NA,NA,NA,20081883314,NA,NA,male,NA
1210,"Deacon L Cote, PA-C",1472050341,NA,NA,NA,NA,NA,74132590575,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
171,"Mufutau P Ford, PA-C",2881892877,NA,NA,NA,NA,NA,18293241017,OTORHINOLARYNGOLOGY,NA,male,NA
824,Kimberley S Snider,2155290725,NA,NA,NA,NA,NA,55363720927,NA,NA,female,NA
1347,"Sacha L Rowe, PA-C",1219131941,NA,NA,NA,NA,NA,81885636063,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1589,"Amelia A Johns, NP",1168841631,NA,NA,NA,NA,NA,93194799418,OTORHINOLARYNGOLOGY,NA,female,NA
1221,"Murphy B Burke, RPh",1325649935,NA,NA,NA,NA,NA,74885043574,NA,NA,male,NA
1,Eleanor O Cole,1651133504,NA,NA,NA,NA,NA,10044527117,NA,NA,female,NA
450,"Gauvain J Duran, NP",2775495498,NA,NA,NA,NA,NA,34268688443,ONCOLOGY,NA,male,NA
1065,"Marc-Olivier E Callahan, NP",1909380584,NA,NA,NA,NA,NA,66093633047,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
539,"Camille J Vance, MD",1508208194,NA,NA,NA,NA,NA,38883547218,OTORHINOLARYNGOLOGY,NA,female,NA
734,Irma J Macias,2879767743,NA,NA,NA,NA,NA,50469072500,NA,NA,female,NA
1579,"Aimée R Key, MD",1171001637,NA,NA,NA,NA,NA,92887563541,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1688,"Autumn I Rowe, PA-C",1578887166,NA,NA,NA,NA,NA,97610435091,OTORHINOLARYNGOLOGY,NA,female,NA
981,Dolan C Whitney,2533594400,NA,NA,NA,NA,NA,62397002605,NA,NA,male,NA
577,"Guy A Willis, NP",1661404580,NA,NA,NA,NA,NA,40849553836,EMERGENCY MEDICINE,NA,male,NA
514,"Reed F Holt, NP",1477824484,NA,NA,NA,NA,NA,37630313993,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
955,"Keegan D Gilliam, NP",1659399370,NA,NA,NA,NA,NA,61129785976,OTORHINOLARYNGOLOGY,NA,male,NA
178,"Amelia L Hayes, PA-C",1374629713,NA,NA,NA,NA,NA,18677586123,ONCOLOGY,NA,female,NA
233,Sandra S Grant,1050189008,NA,NA,NA,NA,NA,21935371297,NA,NA,female,NA
441,"Josiah I Mckinney, MD",2557141955,NA,NA,NA,NA,NA,33754556583,SURGERY,NA,male,NA
765,"Stewart D Lee, MD",1044496543,NA,NA,NA,NA,NA,52798010324,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1497,"Joel R Barnett, PA-C",2723370090,NA,NA,NA,NA,NA,89359401392,OTORHINOLARYNGOLOGY,NA,male,NA
1001,Casey B Tran,2433541774,NA,NA,NA,NA,NA,63285653175,NA,NA,male,NA
371,"Claude H Duffy, PA-C",2989867003,NA,NA,NA,NA,NA,29457692251,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
497,"Ashely B Hyde, RPh",2772801664,NA,NA,NA,NA,NA,36852850134,NA,NA,female,NA
689,"Luke C Reeves, MD",1051583233,NA,NA,NA,NA,NA,48022575128,OTORHINOLARYNGOLOGY,NA,male,NA
1618,Kato O Mcpherson,1774312175,NA,NA,NA,NA,NA,94238320902,NA,NA,male,NA
658,"Corinne L Greer, PA-C",1838872404,NA,NA,NA,NA,NA,45636636609,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1547,"Ramona B Holcomb, PA-C",1762547360,NA,NA,NA,NA,NA,91368907595,ONCOLOGY,NA,female,NA
1095,"Alma L Clements, PA-C",1906291594,NA,NA,NA,NA,NA,68046617088,OTORHINOLARYNGOLOGY,NA,female,NA
372,"Donna S Calhoun, NP",2755370257,NA,NA,NA,NA,NA,29567095806,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1704,Indira A Mcclain,1234306825,NA,NA,NA,NA,NA,98586766267,NA,NA,female,NA
96,"Cade J Floyd, NP",2220166934,NA,NA,NA,NA,NA,14804822539,OTORHINOLARYNGOLOGY,NA,male,NA
648,"Séraphie D Hall, PA-C",1284619333,NA,NA,NA,NA,NA,45169931400,EMERGENCY MEDICINE,NA,female,NA
1578,"Jade I Grimes, MD",1890687831,NA,NA,NA,NA,NA,92782257253,PULMONARY DISEASE,NA,female,NA
406,Ifeoma K Oneill,2811478409,NA,NA,NA,NA,NA,31645790658,NA,NA,female,NA
843,"Jameson Z Drake, MD",2220559617,NA,NA,NA,NA,NA,55969131525,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
933,"Titus J Wolfe, MD",1140861012,NA,NA,NA,NA,NA,60427297528,OTORHINOLARYNGOLOGY,NA,male,NA
1138,"Amal S Banks, MD",2766706473,NA,NA,NA,NA,NA,70206735548,ONCOLOGY,NA,male,NA
257,"Charde H Buchanan, NP",2328774282,NA,NA,NA,NA,NA,23450466382,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
685,"Brian C Dodson, MD",1024332528,NA,NA,NA,NA,NA,47608615002,CARDIOLOGY,NA,male,NA
1539,Pénélope N Wheeler,1771421433,NA,NA,NA,NA,NA,91111758705,NA,NA,female,NA
555,"Girard L Melendez, NP",1128855523,NA,NA,NA,NA,NA,39511703343,OTORHINOLARYNGOLOGY,NA,male,NA
347,"Roland B Keith, RPh",1540682745,NA,NA,NA,NA,NA,28277873883,NA,NA,male,NA
59,"Wesley S Trevino, MD",1423785433,NA,NA,NA,NA,NA,12656342418,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
926,Philippine M Hyde,2292551369,NA,NA,NA,NA,NA,59970952274,NA,NA,female,NA
581,"Hilary B Navarro, NP",1316037389,NA,NA,NA,NA,NA,41301185998,OTORHINOLARYNGOLOGY,NA,female,NA
222,"Lyle T Simon, MD",1012497127,NA,NA,NA,NA,NA,21525850328,SURGERY,NA,male,NA
1596,"Alyssa S Murphy, PA-C",1840401242,NA,NA,NA,NA,NA,93402135221,HEMATOLOGY,NA,female,NA
977,"Kelly J Buckley, PA-C",1486610817,NA,NA,NA,NA,NA,62284255002,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
496,"Tana N Alford, MD",2239515493,NA,NA,NA,NA,NA,36840661164,OTORHINOLARYNGOLOGY,NA,female,NA
1416,Felix P Stevenson,1846078168,NA,NA,NA,NA,NA,85308247743,NA,NA,male,NA
1721,"Jocelaine C Swanson, MD",1208854016,NA,NA,NA,NA,NA,99637300280,ONCOLOGY,NA,female,NA
1309,"Patience C Pickett, MD",1383305735,NA,NA,NA,NA,NA,79882326685,NEUROLOGY,NA,female,NA
508,"Ross H Ruiz, PA-C",2167049515,NA,NA,NA,NA,NA,37145611634,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1293,"François H Watson, MD",2226365365,NA,NA,NA,NA,NA,79215357312,OTORHINOLARYNGOLOGY,NA,male,NA
1554,Josephe A Jacobson,1410749046,NA,NA,NA,NA,NA,91490891500,NA,NA,female,NA
1346,"Garrett B Gross, MD",2466886310,NA,NA,NA,NA,NA,81841303300,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1636,"Ashton E Carrillo, NP",1300612577,NA,NA,NA,NA,NA,95253287182,EMERGENCY MEDICINE,NA,male,NA
1081,"Georges G Herman, MD",2076537162,NA,NA,NA,NA,NA,67284719232,OTORHINOLARYNGOLOGY,NA,male,NA
458,Quincy R Shields,2749896474,NA,NA,NA,NA,NA,34804557121,NA,NA,female,NA
1265,"Samson M Mooney, PA-C",1679515922,NA,NA,NA,NA,NA,77662206531,ONCOLOGY,NA,male,NA
125,"Justina T Leonard, PA-C",2377688797,NA,NA,NA,NA,NA,16470993033,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
566,"Quinlan M Cervantes, PA-C",2783875467,NA,NA,NA,NA,NA,40296707418,OB/GYN,NA,male,NA
1458,"Isabella A Lopez, NP",2517712770,NA,NA,NA,NA,NA,87602900945,OTORHINOLARYNGOLOGY,NA,female,NA
772,"Jean-Cyril R Monroe, NP",2991757697,NA,NA,NA,NA,NA,53005844753,RHEUMATOLOGY,NA,male,NA
510,"Esperie M Wood, RPh",1391366885,NA,NA,NA,NA,NA,37374063538,NA,NA,female,NA
467,Nathan S Frederick,2680958309,NA,NA,NA,NA,NA,35143622660,NA,NA,male,NA
1127,"Paki J Lawrence, NP",1530867066,NA,NA,NA,NA,NA,69287833079,GASTROENTEROLOGY,NA,male,NA
1590,"Allistair L Hebert, NP",1564249884,NA,NA,NA,NA,NA,93223059089,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
162,"Paulier G Perez, PA-C",2962195646,NA,NA,NA,NA,NA,17827965385,OTORHINOLARYNGOLOGY,NA,male,NA
864,Aurora A Mcclain,1257108173,NA,NA,NA,NA,NA,56997056964,NA,NA,female,NA
292,"Evangeline M Williams, NP",2185625007,NA,NA,NA,NA,NA,25425785486,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
657,"Robert C Conner, NP",1847917505,NA,NA,NA,NA,NA,45594763079,OTORHINOLARYNGOLOGY,NA,male,NA
693,"Igor S Tate, PA-C",1080302035,NA,NA,NA,NA,NA,48237099417,ONCOLOGY,NA,male,NA
1430,Garth E Trujillo,2081890424,NA,NA,NA,NA,NA,85768562421,NA,NA,male,NA
108,"Marsden J Phelps, NP",2280994936,NA,NA,NA,NA,NA,15288663851,SURGERY,NA,male,NA
220,"Mia Z Pittman, PA-C",2225985700,NA,NA,NA,NA,NA,21369836897,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
806,"Zenaida I Graham, NP",1868179498,NA,NA,NA,NA,NA,54552955296,OTORHINOLARYNGOLOGY,NA,female,NA
234,"Lydia C Case, MD",1100940103,NA,NA,NA,NA,NA,22027368133,INTERNAL MEDICINE,NA,female,NA
1367,Aladdin I Rasmussen,2339981959,NA,NA,NA,NA,NA,82998275080,NA,NA,male,NA
1381,"Lutèce D Armstrong, PA-C",1903244307,NA,NA,NA,NA,NA,83621799591,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1253,"Cailin V Nichols, NP",1750915306,NA,NA,NA,NA,NA,76893936921,EMERGENCY MEDICINE,NA,female,NA
660,"Amela W Sykes, PA-C",2070273509,NA,NA,NA,NA,NA,46013014291,OTORHINOLARYNGOLOGY,NA,female,NA
1206,Ruby H Soto,1397760040,NA,NA,NA,NA,NA,73820592694,NA,NA,female,NA
1148,"Berthina A Curtis, NP",1152246797,NA,NA,NA,NA,NA,70665897734,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
91,"Matthieu J Stuart, PA-C",2432920201,NA,NA,NA,NA,NA,14380345930,ONCOLOGY,NA,male,NA
1451,"Lani J Warren, RPh",1681359079,NA,NA,NA,NA,NA,87320479025,NA,NA,female,NA
1170,"Josephine M Mcmahon, MD",1191460763,NA,NA,NA,NA,NA,71637518369,OTORHINOLARYNGOLOGY,NA,female,NA
324,"Alexis K Marquez, NP",1171940644,NA,NA,NA,NA,NA,27146657015,NEPHROLOGY,NA,female,NA
1631,"Benoît K Salas, MD",2210513772,NA,NA,NA,NA,NA,94912478852,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
192,Ashton A Coffey,2955374695,NA,NA,NA,NA,NA,19147232076,NA,NA,male,NA
184,"Branden J Hunt, MD",1772791891,NA,NA,NA,NA,NA,18919020043,OTORHINOLARYNGOLOGY,NA,male,NA
231,"Kaye A Ochoa, MD",2959081635,NA,NA,NA,NA,NA,21773373762,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1164,Jean-Yves D Jimenez,2546277704,NA,NA,NA,NA,NA,71328889639,NA,NA,male,NA
504,"Bethany A Booth, NP",2155335124,NA,NA,NA,NA,NA,37021084139,PULMONARY DISEASE,NA,female,NA
280,"Hu G Perry, NP",2463169827,NA,NA,NA,NA,NA,24376376048,OTORHINOLARYNGOLOGY,NA,male,NA
141,"Roth C Cohen, NP",2564581235,NA,NA,NA,NA,NA,17170304955,ONCOLOGY,NA,male,NA
1385,"Rina W Moreno, MD",2689076632,NA,NA,NA,NA,NA,83916477734,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
175,Jean-Claude E Barlow,2712229331,NA,NA,NA,NA,NA,18523405250,NA,NA,male,NA
1687,"Maalik W Soto, PA-C",1428230906,NA,NA,NA,NA,NA,97544598863,OTORHINOLARYNGOLOGY,NA,male,NA
882,"Patricia E Key, PA-C",2277131310,NA,NA,NA,NA,NA,57851027331,SURGERY,NA,female,NA
783,"Vivien V Carpenter, NP",1588681708,NA,NA,NA,NA,NA,53389537616,EMERGENCY MEDICINE,NA,female,NA
146,"Dillon C Norman, NP",2142738463,NA,NA,NA,NA,NA,17298167452,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
902,"Roland A Obrien, MD",2009205960,NA,NA,NA,NA,NA,58856944218,OTORHINOLARYNGOLOGY,NA,male,NA
1663,Renee K Hood,2251888380,NA,NA,NA,NA,NA,96469904137,NA,NA,female,NA
506,"Jemima T Rivas, RPh",1513465201,NA,NA,NA,NA,NA,37071209560,NA,NA,female,NA
268,"Elvis B Leach, PA-C",1371898212,NA,NA,NA,NA,NA,23874423142,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1069,"Faysa S Miranda, PA-C",1403483843,NA,NA,NA,NA,NA,66341802047,OTORHINOLARYNGOLOGY,NA,female,NA
159,Deborah M Tucker,1857242604,NA,NA,NA,NA,NA,17716859496,NA,NA,female,NA
1626,"Wynne É Bowman, PA-C",1472638897,NA,NA,NA,NA,NA,94759305630,ONCOLOGY,NA,female,NA
799,"Roger N Pope, PA-C",1397163880,NA,NA,NA,NA,NA,54224053230,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
114,"Elijah R Hunt, PA-C",2074521523,NA,NA,NA,NA,NA,15703052186,OTORHINOLARYNGOLOGY,NA,male,NA
502,Mathis F Richmond,2353413467,NA,NA,NA,NA,NA,37002578636,NA,NA,male,NA
740,"Quincy E Pitts, MD",1410436602,NA,NA,NA,NA,NA,50778284252,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1076,"Colton G Brooks, NP",1664361720,NA,NA,NA,NA,NA,67051607245,OTORHINOLARYNGOLOGY,NA,male,NA
851,"Travis C Wagner, PA-C",1275135356,NA,NA,NA,NA,NA,56338030237,CARDIOLOGY,NA,male,NA
846,Linus Z Rowland,2385581505,NA,NA,NA,NA,NA,56115490639,NA,NA,male,NA
807,"Marcelle J Turner, MD",2312327766,NA,NA,NA,NA,NA,54565757257,ONCOLOGY,NA,female,NA
69,"Benjamin D Acevedo, MD",1263096933,NA,NA,NA,NA,NA,13146882280,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1487,"Hedy D Santos, PA-C",1372360907,NA,NA,NA,NA,NA,89145483269,OTORHINOLARYNGOLOGY,NA,female,NA
401,Eliana M Chen,2647879432,NA,NA,NA,NA,NA,31251889109,NA,NA,female,NA
134,"Mark C Kim, MD",1177090717,NA,NA,NA,NA,NA,16676852197,EMERGENCY MEDICINE,NA,male,NA
1204,"Carson M George, RPh",2059685970,NA,NA,NA,NA,NA,73721738223,NA,NA,male,NA
82,"Georgia R Donaldson, MD",2865466862,NA,NA,NA,NA,NA,13851369844,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
963,"Audra G Kirby, MD",1762181681,NA,NA,NA,NA,NA,61436478603,OTORHINOLARYNGOLOGY,NA,female,NA
327,"Cynthia M Potter, NP",2598796049,NA,NA,NA,NA,NA,27184620904,SURGERY,NA,female,NA
17,Thibault L Miles,2843398807,NA,NA,NA,NA,NA,10966809809,NA,NA,male,NA
1133,"Linus R Booth, PA-C",1106610320,NA,NA,NA,NA,NA,69548265154,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
873,"Plato M Justice, MD",2825988674,NA,NA,NA,NA,NA,57291977962,OTORHINOLARYNGOLOGY,NA,male,NA
209,"Alexandra N Christian, PA-C",2222807915,NA,NA,NA,NA,NA,20326448879,ONCOLOGY,NA,female,NA
1196,Oren P Norris,1271633602,NA,NA,NA,NA,NA,73306979830,NA,NA,male,NA
266,"Lacota K Summers, PA-C",2576696849,NA,NA,NA,NA,NA,23776219313,OB/GYN,NA,female,NA
776,"Brynn W Bradford, MD",2026005351,NA,NA,NA,NA,NA,53168564350,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
848,"Kennan G Luna, MD",2609285941,NA,NA,NA,NA,NA,56129166955,OTORHINOLARYNGOLOGY,NA,male,NA
276,Clark L Mosley,1114153206,NA,NA,NA,NA,NA,24253841368,NA,NA,male,NA
402,"Benjamin B Abbott, PA-C",1525671135,NA,NA,NA,NA,NA,31297669296,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1655,"Orli K Norman, NP",1379104472,NA,NA,NA,NA,NA,95986955033,OTORHINOLARYNGOLOGY,NA,female,NA
1432,Dolan W Acosta,2136108301,NA,NA,NA,NA,NA,85814990024,NA,NA,male,NA
576,"Dana D Bradford, NP",2883080935,NA,NA,NA,NA,NA,40806579859,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
815,"Kaden B Pollard, PA-C",1776341933,NA,NA,NA,NA,NA,54769081186,OTORHINOLARYNGOLOGY,NA,female,NA
1357,"Walter D Mejia, PA-C",2576211649,NA,NA,NA,NA,NA,82387449788,ONCOLOGY,NA,male,NA
66,"Brielle A Mathis, RPh",1289046128,NA,NA,NA,NA,NA,12982753318,NA,NA,female,NA
1179,"Valérie V Joseph, NP",1976500304,NA,NA,NA,NA,NA,72127518737,EMERGENCY MEDICINE,NA,female,NA
572,"Darryl J Yang, MD",1853222568,NA,NA,NA,NA,NA,40573286144,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
719,Porter J Mercado,1718378068,NA,NA,NA,NA,NA,49923333506,NA,NA,male,NA
455,"Blair N Harrell, MD",1566885123,NA,NA,NA,NA,NA,34646670804,OTORHINOLARYNGOLOGY,NA,female,NA
403,"Erin V Diaz, PA-C",1754770749,NA,NA,NA,NA,NA,31353317681,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1045,"Thibault S Norton, MD",1621021417,NA,NA,NA,NA,NA,64917540143,SURGERY,NA,male,NA
116,Jéronim J Simmons,1243893474,NA,NA,NA,NA,NA,15919746165,NA,NA,male,NA
260,"Luce A Mason, MD",1707643167,NA,NA,NA,NA,NA,23543189554,OTORHINOLARYNGOLOGY,NA,female,NA
61,"Lilah C Burris, NP",1915089476,NA,NA,NA,NA,NA,12678892724,HEMATOLOGY,NA,female,NA
163,"Lucius F Rutledge, PA-C",2860306147,NA,NA,NA,NA,NA,17886971329,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1274,"Gauvain B Sampson, MD",2415325535,NA,NA,NA,NA,NA,78090387301,ONCOLOGY,NA,male,NA
211,"Kitra S Graham, MD",1035275559,NA,NA,NA,NA,NA,20668061273,OTORHINOLARYNGOLOGY,NA,female,NA
1209,Théophile J Best,1772363980,NA,NA,NA,NA,NA,74026066561,NA,NA,male,NA
185,"Quinn K Mckinney, PA-C",1575016470,NA,NA,NA,NA,NA,18930154679,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1297,"Théophile L Bradley, PA-C",2817822014,NA,NA,NA,NA,NA,79479657094,PULMONARY DISEASE,NA,male,NA
1303,"Tamara M Lucas, PA-C",1217884970,NA,NA,NA,NA,NA,79695098037,OTORHINOLARYNGOLOGY,NA,female,NA
1239,Rylee I Bird,1717600314,NA,NA,NA,NA,NA,76041183453,NA,NA,female,NA
5,"Cedric M Walls, NP",1805714324,NA,NA,NA,NA,NA,10172395042,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1334,"Barrett D Tran, MD",2042486049,NA,NA,NA,NA,NA,81018060803,OTORHINOLARYNGOLOGY,NA,male,NA
1144,"Juliette B Jennings, RPh",1808390783,NA,NA,NA,NA,NA,70470478285,NA,NA,female,NA
342,Abbot F Rasmussen,2736830155,NA,NA,NA,NA,NA,27843313750,NA,NA,male,NA
729,"Marthe H Flynn, PA-C",2374361430,NA,NA,NA,NA,NA,50315576583,RHEUMATOLOGY,NA,female,NA
408,"Robert C Gonzales, MD",1137499776,NA,NA,NA,NA,NA,31938898595,ONCOLOGY,NA,male,NA
1158,"Hall Z Stokes, NP",1626989626,NA,NA,NA,NA,NA,71040180348,EMERGENCY MEDICINE,NA,male,NA
1343,"Driscoll D Vincent, PA-C",2976979027,NA,NA,NA,NA,NA,81624845620,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1351,"Marc-Olivier S Gordon, MD",1589669868,NA,NA,NA,NA,NA,82176048175,OTORHINOLARYNGOLOGY,NA,male,NA
27,Deacon M Christian,1074742089,NA,NA,NA,NA,NA,11403875955,NA,NA,male,NA
1044,"Olivie D Villarreal, MD",2568077255,NA,NA,NA,NA,NA,64901414064,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
923,"Zephr P Cohen, PA-C",1911933008,NA,NA,NA,NA,NA,59828197081,OTORHINOLARYNGOLOGY,NA,female,NA
762,"Nichole T Schmidt, NP",2803591227,NA,NA,NA,NA,NA,52580510162,NEUROLOGY,NA,female,NA
1447,Ebony N Cook,2015963719,NA,NA,NA,NA,NA,87197596593,NA,NA,female,NA
1396,"Waiba N Lowery, PA-C",2992237038,NA,NA,NA,NA,NA,84283387935,GASTROENTEROLOGY,NA,female,NA
